dsp_pedon_id,label_full,label,lu,till,trt,explanation,project,soil,site,pedon_x,pedon_y
ASP2-3,SHM - no-till,SHM,CROP,No-till,ASP2,ASP,WashingtonState,Palouse,CK,-117.0822114,46.78188975
ASP6-1,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,WashingtonState,Palouse,KU,-117.0822114,46.78188975
ASP6-2,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,WashingtonState,Palouse,KU,-117.0822114,46.78188975
ASP6-3,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,WashingtonState,Palouse,KU,-117.0822114,46.78188975
ASP9-1,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,WashingtonState,Palouse,PCF,-117.2000596,46.75757137
ASP9-2,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,WashingtonState,Palouse,PCF,-117.2000596,46.75757137
ASP9-3,SHM - no-till,SHM,CROP,No-till,ASP9,ASP,WashingtonState,Palouse,PCF,-117.4236807,46.74504918
BAU3-1,BAU,BAU,CROP,Till,BAU3,BAU,WashingtonState,Palouse,KU,-117.0822114,46.78188975
BAU3-2,BAU,BAU,CROP,Till,BAU3,BAU,WashingtonState,Palouse,KU,-117.4236809,46.74504916
BAU3-3,BAU,BAU,CROP,Till,BAU3,BAU,WashingtonState,Palouse,KU,-117.4236809,46.74504916
BAU8-1,BAU,BAU,CROP,Till,BAU8,BAU,WashingtonState,Palouse,LYM,-117.4236809,46.74504916
BAU8-2,BAU,BAU,CROP,Till,BAU8,BAU,WashingtonState,Palouse,LYM,-117.4236809,46.74504915
BAU8-3,BAU,BAU,CROP,Till,BAU8,BAU,WashingtonState,Palouse,LYM,-117.4236808,46.74504922
BAU9-1,BAU,BAU,CROP,Till,BAU9,BAU,WashingtonState,Palouse,CK,-117.0822114,46.78188975
BAU9-2,BAU,BAU,CROP,Till,BAU9,BAU,WashingtonState,Palouse,CK,-117.0822114,46.78188975
BAU9-3,BAU,BAU,CROP,Till,BAU9,BAU,WashingtonState,Palouse,CK,-117.0822114,46.78188975
PGL7-7a,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,WashingtonState,Palouse,PCF,-117.1998969,46.75739636
PGL7-7b,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,WashingtonState,Palouse,PCF,-117.1998969,46.75739636
PGL7-7c,Ref - CRP,Ref,GRASS,Perennial,PGL7,PGL,WashingtonState,Palouse,PCF,-117.1998969,46.75739636
PGL9-1,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,WashingtonState,Palouse,PCF,-117.20006,46.75757146
PGL9-2,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,WashingtonState,Palouse,PCF,-117.1998969,46.75739636
PGL9-3,Ref - CRP,Ref,GRASS,Perennial,PGL9,PGL,WashingtonState,Palouse,PCF,-117.1998969,46.75739636
ALT-1,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85464,43.74984
ALT-2,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85499,43.74981
ALT-3,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85457,43.74953
ALT-4,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85453,43.74922
ALT-5,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85467,43.74899
ALT-6,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85419,43.74893
ALT-7,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85348,43.74876
ALT-8,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85374,43.74855
ALT-9,SHM-no till,SHM,CROP,No-till,"No-till (cover crop, no-fertilizer). Soybean. Soybean","Western field, 50-acre section with grass waterway running south of field; bordered by hay",UnivOfMinnesota,Marquis,Mower,-92.85341,43.749
CON-1,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.845294,43.74768
CON-2,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.845601,43.747906
CON-3,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.844985,43.747593
CON-4,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.84107,43.750483
CON-5,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.84134,43.75062
CON-6,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.84078,43.75034
CON-7,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.84329,43.75222
CON-8,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.843677,43.75218
CON-9,BAU,BAU,CROP,Till,conventional tillage (10cm tillage in Spring; 30cm tillage in fall). Soybean,"Eastern field, 150-acre section with grass waterway running from middle of W border to north-center of section",UnivOfMinnesota,Readlyn,Mower,-92.842882,43.752284
REF-1,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.845067,43.746917
REF-2,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.8454,43.7469
REF-3,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.84465,43.746883
REF-4,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.84395,43.746883
REF-5,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.844333,43.7469
REF-6,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.8436,43.74685
REF-7,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.843,43.74685
REF-8,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.84325,43.7469
REF-9,Ref - Native,Ref,RANGE,Perennial,Native rangeland,Undisturbed fencerow running W-E located at the southern edge of the CON field,UnivOfMinnesota,Kenyon,Mower,-92.84265,43.746867
IL-019-SW-ARBRTM-001,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Illinois,Drummer,Arboretum,-88.216396,40.0916401
IL-019-SW-ARBRTM-002,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Illinois,Drummer,Arboretum,-88.2161899,40.0918033
IL-019-SW-ARBRTM-003,Ref - Ref,Ref,FOREST,Perennial,Ref,Restored since 1990,Illinois,Drummer,Arboretum,-88.2159005,40.0914285
IL-019-SW-RTHRML-001,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.0238,39.9295
IL-019-SW-RTHRML-001A,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.0238,39.9295
IL-019-SW-RTHRML-002,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.0238,39.9295
IL-019-SW-RTHRML-003,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.0275783,39.9254322
IL-019-SW-RTHRML-004,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.0275783,39.9254322
IL-019-SW-RTHRML-004A,SHM - NT,SHM,CROP,No-till,NT,No-Till managed with corn-soybean rotations,Illinois,Drummer,Rothermel,-88.027589,39.92541
IL-115-SW-ETAL-001,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Etal,-88.745608,39.895068
IL-115-SW-ETAL-001A,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Etal,-88.745608,39.895068
IL-115-SW-ETAL-002,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Etal,-88.746645,39.895384
IL-115-SW-ETAL-003,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Etal,-88.746587,39.90146
IL-115-SW-WDFLD-001,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Woodfield,-88.798131,39.866062
IL-115-SW-WDFLD-001A,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Woodfield,-88.798131,39.866062
IL-115-SW-WDFLD-002,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Woodfield,-88.799917,39.865395
IL-115-SW-WDFLD-003,BAU - Organic,BAU,CROP,Till,Organic,Organically managed in a corn-soybean-small grains rotation with cover crops established prior to corn,Illinois,Drummer,Woodfield,-88.798039,39.868482
IL-147-SW-CRP-001,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Cripe,-88.743611,39.895694
IL-147-SW-CRP-001A,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Cripe,-88.743611,39.895694
IL-147-SW-CRP-002,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Cripe,-88.743611,39.896889
IL-147-SW-CRP-003,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Cripe,-88.743333,39.898194
IL-147-SW-TS-001,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Taylor South,-88.700021,39.876683
IL-147-SW-TS-002,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Taylor South,-88.700776,39.878541
IL-147-SW-TS-003,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Taylor South,-88.705988,39.878261
IL-147-SW-TS-003A,BAU - Conventional,BAU,CROP,Till,Conventional,Conventionally managed field in a corn-soybean rotation with cover crops established prior to corn,Illinois,Drummer,Taylor South,-88.705988,39.878261
PaH2-1,SHM - Hayland,SHM,GRASS,No-till,Hayland,"Mountain Dairy farm, Mansfield, CT, hayfield",UConn,Woodbridge,H2,-72.2346389,41.7541111
PaL1-1,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",UConn,Woodbridge,L1,-72.188333,41.7995278
PaL1-2,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Will Ouimet residential lawn, Mansfield, CT",UConn,Woodbridge,L1,-72.18838889,41.7995556
PaL2-2,SHM - Lawn,SHM,GRASS,No-till,Lawn,"Nels Barrett residential lawn, Mansfield, CT",UConn,Canton,L2,-72.1895,41.80006
PaM1-1,Ref - Managed forest,Ref,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand D, oak/ hickory upland hardwoof, thinned 2013",UConn,Canton,M1,-72.23745,41.8184833
PaM2-1,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",UConn,Woodbridge,M2,-72.25135,41.8207833
PaM2-2,SHM - Managed forest,SHM,FOREST,Perennial,Managed forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand B, ash-dominated, thinned 2013",UConn,Woodbridge,M2,-72.2543056,41.821
PaT2-1,BAU - Conv till silage corn,BAU,CROP,Till,Conv till silage corn,"Mountain Dairy farm, Mansfield, CT, corn field, conventional till, with manure",UConn,Woodbridge,T2,-72.2351944,41.7537778
PaU1-1,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",UConn,Woodbridge,U1,-72.2388333,41.8184333
PaU1-2,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand C, oak/ hickory upland hardwood, no recent management",UConn,Woodbridge,U1,-72.238939,41.818491
PaU2-1,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",UConn,Woodbridge,U2,-72.2532778,41.8216111
PaU2-2,Ref - Unmanaged forest,Ref,FOREST,Perennial,Unmanaged forest,"UConn forest east of Horsebarn Hill, Storrs, CT, Stand A, ash- dominated, no recent management",UConn,Woodbridge,U2,-72.25333,41.82161667
CVT-1-1,BAU,BAU,CROP,Till,Conv Till - 1,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177
CVT-1-2,BAU,BAU,CROP,Till,Conv Till - 1,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177
CVT-1-3,BAU,BAU,CROP,Till,Conv Till - 1,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.9472,32.774177
CVT-2-1,BAU,BAU,CROP,Till,Conv Till - 2,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988
CVT-2-2,BAU,BAU,CROP,Till,Conv Till - 2,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988
CVT-2-3,BAU,BAU,CROP,Till,Conv Till - 2,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947051,32.774988
CVT-3-1,BAU,BAU,CROP,Till,Conv Till - 3,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734
CVT-3-2,BAU,BAU,CROP,Till,Conv Till - 3,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734
CVT-3-3,BAU,BAU,CROP,Till,Conv Till - 3,CT,TexasA&MPt-1,Amarillo,Lamesa,-101.947185,32.775734
NAT-1-1,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,TexasA&MPt-1,Amarillo,Wellman,-102.406408,32.060626
NAT-2-2,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,TexasA&MPt-1,Amarillo,Wellman,-102.406791,33.059817
NAT-3-3,Ref - Native,Ref,GRASS,Perennial,Rangland,NAT,TexasA&MPt-1,Amarillo,Wellman,-102.406186,33.060119
NTM-1-1,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275
NTM-1-2,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275
NTM-1-3,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 1,MNT,TexasA&MPt-1,Amarillo,Lamesa,-101.946881,32.774275
NTM-2-1,SHM - no-till,SHM,CROP,Till,No Till - Mixed - 2,MNT,TexasA&MPt-1,Amarillo,Lamesa,-101.947229,32.775004
