dsp_pedon_id,dsp_plot_id,pedon_num,date_sampled,pedon_x,pedon_y,target_soil_name,soil_sampled_name,dspplotmgt_id,label_full,label,lu,till,trt,explanation,gen_state,site,project,soil,soc_stock_0_30cm,soc_stock_30_50cm,soc_stock_50_100cm,soc_stock_100cm,mat,map,climate,soc_pct,bulk_density,tn_pct,kssl_wsa,yoder_agg_stab_mwd,p_h,soil_respiration,bglucosidase,bglucosaminidase,alkaline_phosphatase,acid_phosphatase,phosphodiesterase,arylsulfatase,pox_c,ace
CeH2-2,CeH2,b,NA,-78.67478,35.72871,NA,Cecil,25,SHM - forage,SHM,FORAGE,Perennial,hay 2,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,44.435531259475,16.732004643,25.19012038416,86.35765628663499,15.360666275024414,1154,warm_wet,1.69,1.557717637,0.16999999999999998,94.454577035,1.435993689,NA,1.7668541420000001,389.0124555,87.94326240000001,366.25886525,212.86031045,397.8113879,325.05319145,715.9151572000001,10.381943585
CeH2-3,CeH2,c,NA,-78.67452,35.72865,NA,Cecil,25,SHM - forage,SHM,FORAGE,Perennial,hay 2,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,66.29469223964,22.832083169799997,13.10469675058,102.23147216002,15.360666275024414,1154,warm_wet,2.08,1.3869822775,0.185,89.12614822,2.8487414275000003,NA,2.0625376905,482.93594305,134.77836881000002,716.73758865,317.7457502,590.8540925,518.19148935,716.18545285,11.546252099
CeH3-1,CeH3,a,NA,-78.67191,35.73246,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay 3,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,71.822023115775,26.333940594,NA,NA,15.360666275024414,1154,warm_wet,2.38,1.6439341435000001,0.22000000000000003,87.19354949500001,2.545157822,NA,2.9812945975,552.1663701,165.54078015,391.8617021,348.9745011,714.97330965,890.3900708,715.9996246000001,9.960546855
CeH3-2,CeH3,b,NA,-78.67204,35.73285,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay 3,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,35.231998848740005,NA,NA,NA,15.360666275024414,1154,warm_wet,1.31,1.4844154180000002,0.125,68.505465315,2.1224498985,NA,1.3159004955,293.94128115,87.943262405,188.44858155,166.452328155,273.30071175,271.24113475,716.98515415,7.623959718
CeH3-3,CeH3,c,NA,-78.67215,35.73325,NA,Cecil,26,SHM - forage,SHM,FORAGE,Perennial,hay 3,hay,AG-FORAGE,Lake Wheeler,NCState,Cecil,46.64669498645,9.98832777192,14.36441571,70.99943846837,15.360666275024414,1154,warm_wet,1.585,1.6441160350000001,0.14500000000000002,51.869193605,2.3106225315,NA,1.9420538915,385.05782915,129.122340425,265.66489359999997,226.512436,415.40925265,320.13297869999997,717.2164065500001,7.240871257
ASP10-1,ASP10,10,NA,-117.4595977,46.78836813,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP10,ASP,AG-CROP,JEA,WashingtonState,Palouse,42.52731395348838,12.134400000000001,18.3576,73.01931395348838,9.623666763305664,461,cool_dry,1.7750000000000001,NA,0.143135,40.89,1.5724227750000002,5.625,142.6,46.762462565,80.76012834,-1.0142963645,32.998380769,76.534613115,49.8897113875,240.75,5.4599
ASP10-2,ASP10,10,NA,-117.4595978,46.788368,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP10,ASP,AG-CROP,JEA,WashingtonState,Palouse,35.93162790697674,11.941600000000001,12.3106,60.183827906976745,9.623666763305664,461,cool_dry,1.4,NA,0.11804500000000001,20.34,1.8042800090000002,7.654999999999999,136.89999999999998,32.821503915,63.10329251,6.408433452,59.43962805,42.88831081,15.888505433999999,167,3.5253
ASP10-3,ASP10,10,NA,-117.4595972,46.78836851,NA,Palouse,4,SHM - no-till,SHM,CROP,No-till,ASP10,ASP,AG-CROP,JEA,WashingtonState,Palouse,19.537637209302325,2.2,4.5162,26.253837209302326,9.623666763305664,461,cool_dry,0.72,NA,0.06659999999999999,7.869999999999999,3.0928810715000004,6.984999999999999,139.75,75.557328035,44.79841683,10.666749614,75.965473745,34.951675800000004,33.353920965,310.6,1.9379
ASP2-1,ASP2,1,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP2,ASP,AG-CROP,CK,WashingtonState,Palouse,71.561986,34.31912,60.0723069,165.9534129,8.233333587646484,611,cool_dry,2.5238,0.87,0.178395,30.85,4.0875493505,4.890000000000001,319.4,55.80623467,42.066253575000005,26.500290635,12.95830759,18.6591784875,6.490242517,450.4,6.649699999999999
ASP2-2,ASP2,2,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP2,ASP,AG-CROP,CK,WashingtonState,Palouse,47.441725000000005,21.2159716,39.9783224,108.636019,8.233333587646484,611,cool_dry,2.61985,0.5800000000000001,0.19344,20.270000000000003,1.5463567125,5.145,342.25,34.392631335000004,23.345472151,18.920915941999997,103.80400611499999,53.6235255105,23.02655752,123,6.1222
ASP2-3,ASP2,2,NA,-117.0822114,46.78188975,NA,Palouse,5,SHM - no-till,SHM,CROP,No-till,ASP2,ASP,AG-CROP,CK,WashingtonState,Palouse,73.989845,46.32506,52.808764875,173.12366987500002,8.233333587646484,611,cool_dry,2.5660499999999997,0.745,0.18897,24.28,2.188097262,5.47,356.55,47.532934235,69.7793704315,4.2324864345,67.31536839,3.9385594824999997,19.020852220000002,188.1,7.03185
ASP6-1,ASP6,6,NA,-117.0822114,46.78188975,NA,Palouse,6,SHM - no-till,SHM,CROP,No-till,ASP6,ASP,AG-CROP,KU,WashingtonState,Palouse,53.5592,15.8608,18.536,87.956,8.233333587646484,611,cool_dry,2.135,1.005,0.155,22.83,8.977961974500001,5.859999999999999,319.4,45.63521603,4.3639969835,6.448696740000001,45.483471345,14.3825207595,10.268223495500001,160.79999999999998,4.8073
